genome,bad_class_bp,bad_class_n,bad_family_bp,bad_family_n,bad_genus_bp,bad_genus_n,bad_order_bp,bad_order_n,bad_phylum_bp,bad_phylum_n,bad_superkingdom_bp,bad_superkingdom_n,comment,f_ident,f_major,filter_at,good_class_bp,good_class_n,good_family_bp,good_family_n,good_genus_bp,good_genus_n,good_order_bp,good_order_n,good_phylum_bp,good_phylum_n,good_superkingdom_bp,good_superkingdom_n,ignored_contigs_bp,ignored_contigs_n,lineage,noident_contigs_bp,noident_contigs_n,total_bad_bp,total_contigs_bp,total_contigs_n
TARA_IOS_MAG_00063.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9777070063694268,0.5755131964809385,genus,2566734,90,2546124,89,2546124,89,2546124,89,2615411,91,2615411,91,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,26043,3,0,2753388,107
TARA_MED_MAG_00044.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7092125579001544,genus,1601842,126,1601842,126,1601842,126,1601842,126,1601842,126,1601842,126,14349,3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,210028,45,0,1979555,206
TARA_ION_MAG_00022.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8,0.0038284839203675345,none,0,0,0,0,0,0,0,0,0,0,0,0,15279,5,,1250901,148,0,1307001,159
TARA_MED_MAG_00109.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5714285714285714,0.0077951002227171495,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,821739,105,0,914441,112
TARA_MED_MAG_00005.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5587484035759898,genus,1241716,68,1241716,68,1241716,68,1241716,68,1241716,68,1241716,68,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED198;g__TMED198,327832,39,0,1647124,120
TARA_PSE_MAG_00071.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0031887755102040817,none,0,0,0,0,0,0,0,0,0,0,0,0,9741,3,,1571471,173,0,1594608,177
TARA_ASW_MAG_00035.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ASW_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PON_MAG_00079.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_RED_MAG_00086.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8333333333333334,0.004788507581803671,none,0,0,0,0,0,0,0,0,0,0,0,0,8322,2,,1029127,52,0,1273133,60
TARA_ASW_MAG_00015.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9978070175438597,0.7568464730290456,genus,977074,104,977074,104,977074,104,977074,104,977074,104,977074,104,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1,44623,9,0,1186771,158
TARA_RED_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8981481481481481,0.09152542372881356,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,304601,32,0,1198370,61
TARA_IOS_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5714285714285714,0.007773459189339256,none,0,0,0,0,0,0,0,0,0,0,0,0,15329,5,,1640761,173,0,1769221,184
TARA_MED_MAG_00133.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7414772727272727,0.14965986394557823,none,0,0,0,0,0,0,0,0,0,0,0,0,41220,12,,1186418,259,0,2339957,449
TARA_MED_MAG_00068.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9995644599303136,0.9217181854676837,genus,2266922,289,2266922,289,2266922,289,2266922,289,2266922,289,2266922,289,26445,7,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,24672,7,0,2571986,370
TARA_IOS_MAG_00030.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9211382113821138,genus,1216006,40,1216006,40,1216006,40,1216006,40,1216006,40,1216006,40,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1,0,0,0,1231962,43
TARA_MED_MAG_00114.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.994261119081779,0.7336842105263158,genus,839432,28,839432,28,839432,28,839432,28,839432,28,839432,28,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891,109102,17,0,982178,49
TARA_RED_MAG_00060.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.007144747287642234,none,0,0,0,0,0,0,0,0,0,0,0,0,19359,6,,3761179,391,0,3809448,400
TARA_ANW_MAG_00062.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9854368932038835,0.09245960502692999,none,0,0,0,0,0,0,0,0,0,0,0,0,32365,11,,1423383,344,0,2164139,475
TARA_PSE_MAG_00079.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9972527472527473,0.3401869158878505,genus,880887,39,880887,39,880887,39,880887,39,880887,39,880887,39,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537,92001,11,0,1070654,62
TARA_RED_MAG_00094.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.006970069700697007,none,0,0,0,0,0,0,0,0,0,0,0,0,62942,20,,2437302,493,0,2522684,519
TARA_ION_MAG_00001.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9989165763813651,0.8790476190476191,genus,2001861,77,2001861,77,2001861,77,2001861,77,2001861,77,2001861,77,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27,59319,4,0,2070973,83
TARA_PSE_MAG_00064.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.996607294317218,0.9477491961414791,genus,1226677,49,1226677,49,1226677,49,1226677,49,1226677,49,1226677,49,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,3231,1,0,1246404,54
TARA_MED_MAG_00013.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5,0.0047169811320754715,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,977700,35,0,1262638,41
TARA_PSE_MAG_00007.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9933151017927682,genus,3332039,79,3332039,79,3332039,79,3332039,79,3332039,79,3332039,79,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA5081,0,0,0,3338622,81
TARA_ASW_MAG_00010.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.99365234375,0.924187725631769,genus,2139903,127,2139903,127,2139903,127,2139903,127,2139903,127,2139903,127,0,0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487,7465,2,0,2239951,154
TARA_MED_MAG_00060.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7206557377049181,genus,1156328,164,1156328,164,1156328,164,1156328,164,1156328,164,1156328,164,24752,7,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia,121274,26,0,1624172,266
TARA_PSE_MAG_00073.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7142857142857143,0.01806451612903226,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,461665,29,0,772086,37
TARA_IOS_MAG_00062.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5254237288135594,0.04804560260586319,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,692444,47,0,1258022,70
TARA_MED_MAG_00084.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0028694404591104736,none,0,0,0,0,0,0,0,0,0,0,0,0,19073,6,,1317767,210,0,1370752,220
TARA_PSE_MAG_00145.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6125,0.07984031936127745,none,0,0,0,0,0,0,0,0,0,0,0,0,63034,21,,2614621,552,0,3014065,599
TARA_MED_MAG_00117.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0035335689045936395,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1300763,94,0,1374490,100
TARA_PON_MAG_00010.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9903047091412742,0.9827586206896551,genus,2243843,28,2243843,28,2243843,28,2243843,28,2243843,28,2243843,28,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA3535,0,0,0,2243843,28
TARA_RED_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.01866801210898083,none,0,0,0,0,0,0,0,0,0,0,0,0,9333,3,,1541859,158,0,2082691,191
TARA_IOS_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9938388625592417,0.6614420062695925,genus,3139110,108,3139110,108,3139110,108,3139110,108,3139110,108,3139110,108,2895,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax,20080,5,0,3234375,124
TARA_PSW_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9931372549019608,0.3744493392070485,genus,1420235,152,1420235,152,1420235,152,1420235,152,1422882,153,1422882,153,10909,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682,486330,79,0,2758566,382
TARA_ANE_MAG_00056.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9081632653061225,genus,1405873,83,1405873,83,1405873,83,1405873,83,1405873,83,1405873,83,9357,2,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA2962;g__UBA2962,54709,12,0,1524396,105
TARA_RED_MAG_00026.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8795929903900509,genus,3378071,278,3378071,278,3378071,278,3378071,278,3378071,278,3378071,278,9913,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966,66476,8,0,3586771,325
TARA_PSW_MAG_00121.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5844155844155844,0.03608247422680412,none,0,0,0,0,0,0,0,0,0,0,0,0,96568,32,,1855493,493,0,2064102,551
TARA_MED_MAG_00019.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9991909385113269,0.8396739130434783,genus,1353728,58,1353728,58,1353728,58,1353728,58,1353728,58,1353728,58,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__GCA-2692065,148991,9,0,1524236,70
TARA_PSW_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8260869565217391,0.01934398654331371,none,0,0,0,0,0,0,0,0,0,0,0,0,2851,1,,908705,83,0,1165348,101
TARA_PSW_MAG_00105.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7268760907504364,genus,1402038,278,1402038,278,1402038,278,1402038,278,1402038,278,1402038,278,65600,19,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,343626,91,0,2354673,543
TARA_PSE_MAG_00041.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0017196904557179708,none,0,0,0,0,0,0,0,0,0,0,0,0,6720,2,,1095329,116,0,1114913,120
TARA_ANW_MAG_00073.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.48484848484848486,0.01569933396764986,none,0,0,0,0,0,0,0,0,0,0,0,0,23947,8,,2000805,275,0,2223039,294
TARA_PSE_MAG_00005.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9984662576687117,0.9757557617479796,genus,3313791,26,3313791,26,3313791,26,3313791,26,3313791,26,3313791,26,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya,0,0,0,3339769,27
TARA_SOC_MAG_00011.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9994731296101159,0.7490134175217048,genus,2125080,120,2125080,120,2125080,120,2125080,120,2125080,120,2125080,120,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter,288136,31,0,2520155,162
TARA_RED_MAG_00059.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.4444444444444444,0.00909090909090909,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,910129,77,0,993069,83
TARA_RED_MAG_00007.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9749894022891056,0.9683908045977011,genus,2516156,78,2516156,78,2431333,77,2516156,78,2516156,78,2516156,78,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079,0,0,0,2516156,78
TARA_PSE_MAG_00081.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6150627615062761,genus,567225,32,567225,32,567225,32,567225,32,567225,32,567225,32,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125,137187,9,0,726237,43
TARA_PSE_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9230769230769231,0.007514450867052023,none,0,0,0,0,0,0,0,0,0,0,0,0,6960,2,,1641059,251,0,1753804,266
TARA_ANW_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9903730445246691,0.7232375979112271,genus,999353,87,999353,87,999353,87,999353,87,999353,87,999353,87,9697,3,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,48780,13,0,1179335,129
TARA_RED_MAG_00044.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00111.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.3312883435582822,0.05534804753820034,none,0,0,0,0,0,0,0,0,0,0,0,0,14955,5,,2102046,268,0,2970621,352
TARA_PSW_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.87531328320802,genus,1547860,118,1547860,118,1547860,118,1547860,118,1547860,118,1547860,118,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I,50731,2,0,1658583,135
TARA_PSW_MAG_00091.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8423541776142932,genus,1475388,255,1475388,255,1475388,255,1475388,255,1475388,255,1475388,255,31029,10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100,94456,27,0,1990882,397
TARA_RED_MAG_00074.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5555555555555556,0.00455005055611729,none,0,0,0,0,0,0,0,0,0,0,0,0,56341,17,,1903228,405,0,1989264,429
TARA_PSW_MAG_00082.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.988190233003511,genus,2764833,407,2764833,407,2764833,407,2764833,407,2764833,407,2764833,407,47051,13,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055,11463,2,0,3172990,517
TARA_PSE_MAG_00115.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_SOC_MAG_00008.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0017094017094017094,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1114363,61,0,1150357,63
TARA_ANW_MAG_00021.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.997275204359673,0.6792103639728563,genus,1488354,45,1488354,45,1488354,45,1488354,45,1488354,45,1488354,45,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295,21399,3,0,1581522,55
TARA_PSW_MAG_00086.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5277777777777778,0.03858520900321544,none,0,0,0,0,0,0,0,0,0,0,0,0,12006,4,,1498579,200,0,1907850,254
TARA_RED_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00013.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9985392930178206,0.9625984251968503,genus,3509141,32,3509141,32,3509141,32,3509141,32,3509141,32,3509141,32,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella,0,0,0,3509141,32
TARA_ANE_MAG_00066.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9979695431472081,0.8073770491803278,genus,877987,176,877987,176,877987,176,877987,176,877987,176,877987,176,25482,8,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002705045,33329,10,0,1221441,276
TARA_ANE_MAG_00060.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9990458015267175,0.8390712570056045,genus,1168927,74,1168927,74,1168927,74,1168927,74,1168927,74,1168927,74,2768,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446,82514,15,0,1291471,99
TARA_MED_MAG_00012.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7798896382587369,genus,1479442,74,1479442,74,1479442,74,1479442,74,1479442,74,1479442,74,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,16184,4,0,1663360,100
TARA_RED_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00053.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7530695770804912,genus,1420198,31,1420198,31,1420198,31,1420198,31,1420198,31,1420198,31,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364,68796,18,0,1488994,49
TARA_MED_MAG_00115.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7698412698412699,0.11150442477876106,none,0,0,0,0,0,0,0,0,0,0,0,0,11839,4,,885152,154,0,1158634,203
TARA_ANW_MAG_00040.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7586206896551724,0.06699669966996699,none,0,0,0,0,0,0,0,0,0,0,0,0,23878,7,,2353901,368,0,3168685,470
TARA_RED_MAG_00048.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.998567335243553,0.751345532831001,genus,2463247,80,2463247,80,2463247,80,2463247,80,2463247,80,2463247,80,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410,325037,39,0,2804542,123
TARA_IOS_MAG_00046.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.670096463022508,genus,1185171,136,1185171,136,1185171,136,1185171,136,1185171,136,1185171,136,19692,7,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944,61648,19,0,1601565,241
TARA_ASE_MAG_00004.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9913112164296999,0.5242236024844721,genus,2168944,109,2168944,109,2168944,109,2168944,109,2168944,109,2168944,109,3280,1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388,56232,14,0,2390320,158
TARA_PSW_MAG_00113.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9052544476623914,genus,2158826,218,2158826,218,2158826,218,2158826,218,2158826,218,2158826,218,15893,5,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,160411,24,0,2435607,271
TARA_ASW_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.979663394109397,genus,1431901,14,1431901,14,1431901,14,1431901,14,1431901,14,1431901,14,0,0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium,0,0,0,1431901,14
TARA_PON_MAG_00030.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9962121212121212,0.6387096774193548,genus,1051504,88,1051504,88,1051504,88,1051504,88,1051504,88,1051504,88,13776,4,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C,123940,26,0,1274257,140
TARA_PSE_MAG_00062.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.020887728459530026,none,0,0,0,0,0,0,0,0,0,0,0,0,21655,8,,1408196,259,0,1590745,290
TARA_ION_MAG_00049.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_RED_MAG_00121.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANE_MAG_00004.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6778021978021977,genus,2083342,52,2083342,52,2083342,52,2083342,52,2083342,52,2083342,52,0,0,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275,118849,10,0,2301261,65
TARA_MED_MAG_00049.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8,0.0074682598954443615,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,900358,17,0,1389229,20
TARA_PSW_MAG_00061.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9822616407982262,0.3520686963309914,genus,871654,66,871654,66,871654,66,871654,66,871654,66,900593,67,15081,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444,138519,30,0,1322691,145
TARA_ION_MAG_00009.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9992937853107344,0.7741935483870968,genus,1813842,46,1813842,46,1813842,46,1813842,46,1813842,46,1813842,46,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a,37277,6,0,1912389,60
TARA_ANW_MAG_00012.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8421052631578947,0.008812615955473098,none,0,0,0,0,0,0,0,0,0,0,0,0,25219,8,,2134644,220,0,2187424,236
TARA_IOS_MAG_00020.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.42857142857142855,0.0048712595685455815,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1229099,88,0,1450534,94
TARA_PON_MAG_00056.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9997300944669366,0.9504874294510005,genus,3812277,118,3812277,118,3812277,118,3812277,118,3812277,118,3812277,118,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,6286,2,0,3837900,124
TARA_ASW_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00056.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6923076923076923,0.010492332526230832,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1101628,110,0,1247442,122
TARA_PSW_MAG_00018.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9711655376063922,genus,5753742,109,5753742,109,5753742,109,5753742,109,5753742,109,5753742,109,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,87279,2,0,5864649,113
TARA_ASE_MAG_00033.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
